Code,Name,Country,Exchange,Currency,Type,Isin
VOPA,VOPA,USA,OTCBB,USD,Common Stock,
VOPAE,VOPIA INC,USA,PINK,USD,Common Stock,
VOQ,Invesco Van Kampen Ohio Quality Municipal Trust,USA,NYSE,USD,Common Stock,
VOQP,VioQuest Pharmaceuticals Inc,USA,PINK,USD,Common Stock,US9276252023
VORB,Virgin Orbit Holdings Inc,USA,NASDAQ,USD,Common Stock,US92771A1016
VORBQ,Virgin Orbit Holdings Inc.,USA,PINK,USD,Common Stock,
VORBW,Virgin Orbit Holdings Inc,USA,NASDAQ,USD,Common Stock,
VORTP,VORTP,USA,PINK,USD,Common Stock,
VORWQ,Virgin Orbit Holdings Inc.,USA,PINK,USD,Common Stock,
VOSO,Virtuoso Acquisition Corp,USA,NASDAQ,USD,Common Stock,US92837J1043
VOSOU,Virtuoso Acquisition Corp,USA,NASDAQ,USD,Common Stock,US92837J2033
VOSOW,Virtuoso Acquisition Corp,USA,NASDAQ,USD,Common Stock,
VOSSF,Vossloh AG,USA,PINK,USD,Common Stock,
VOTDF,VOTI Detection Inc,USA,PINK,USD,Common Stock,
VOTKF,Vostok New Ventures Ltd,USA,OTCMKTS,USD,Common Stock,
VOW,Volkswagen AG,USA,NYSE,USD,Common Stock,
VOXCF,Vox Royalty Corp,USA,OTCQX,USD,Common Stock,
VOXW,Voxware Inc,USA,NASDAQ,USD,Common Stock,
VOXX,VOXX International Corporation,USA,NASDAQ,USD,Common Stock,US91829F1049
VOYJF,Valmet Oyj,USA,OTCGREY,USD,Common Stock,FI4000074984
VOYN,Voyager Net Inc,USA,NASDAQ,USD,Common Stock,
VOYRD,VOYRD,USA,PINK,USD,Common Stock,
VPAGX,VANTAGEPOINT MODEL PORTFOLIO GLOBAL EQUITY GROWTH FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPAHF,Volpara Health Technologies Limited,USA,PINK,USD,Common Stock,
VPAOX,VANTAGEPOINT AGGRESSIVE OPPORTUNITIES FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPAPX,VANGUARD PACIFIC STOCK INDEX FUND INSTITUTIONAL PLUS SHARES,USA,NMFQS,USD,FUND,
VPBMX,VANTAGEPOINT BROAD MARKET INDEX FUND II CLASS,USA,NMFQS,USD,FUND,
VPCAX,VY(R) FIDELITY VIP CONTRAFUND PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
VPCB,VPC Impact Acquisition Holdings II,USA,NASDAQ,USD,Common Stock,KYG9460L1260
VPCBU,VPC Impact Acquisition Holdings II,USA,NASDAQ,USD,Common Stock,KYG9460L1005
VPCBW,VPC Impact Acquisition Holdings II,USA,NASDAQ,USD,Common Stock,
VPCC,VPC Impact Acquisition Holdings III Inc,USA,NYSE,USD,Common Stock,US91835J1088
VPCC-U,VPCC-U,USA,NYSE,USD,Common Stock,
VPCC-WS,VPCC-WS,USA,NYSE,USD,Common Stock,
VPCDX,VANTAGEPOINT CORE BOND INDEX FUND II CLASS,USA,NMFQS,USD,FUND,
VPCGX,VANTAGEPOINT MODEL PORTFOLIO CONSERVATIVE GROWTH FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPCIX,VANTAGEPOINT CORE BOND INDEX FUND I CLASS,USA,NMFQS,USD,FUND,
VPCO,Vapor Corp.,USA,NASDAQ,USD,Common Stock,
VPCSX,VY(R) FIDELITY VIP CONTRAFUND PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,
VPDAX,VANTAGEPOINT DIVERSIFYING STRATEGIES FUND T SHARES,USA,NMFQS,USD,FUND,
VPDSX,VANTAGEPOINT DISCOVERY FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPEAX,VY(R) FIDELITY VIP EQUITY-INCOME PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
VPEIX,VANTAGEPOINT EQUITY INCOME FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPEPX,VOYA EMERGING MARKETS INDEX PORTFOLIO CLASS P2,USA,NMFQS,USD,FUND,US92913T2657
VPESX,VY(R) FIDELITY VIP EQUITY-INCOME PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,
VPF,Valpey Fisher Corp,USA,NASDAQ,USD,Common Stock,
VPFAX,VY(R) FIDELITY VIP MID CAP PORTFOLIO CLASS ADV,USA,NMFQS,USD,FUND,
VPFG,ViewPoint Financial Group,USA,NASDAQ,USD,Common Stock,
VPFIX,VANTAGEPOINT 500 STOCK INDEX FUND I CLASS,USA,NMFQS,USD,FUND,
VPFRX,VOYA FLOATING RATE FUND CLASS P3,USA,NMFQS,USD,FUND,US92913L4453
VPFSX,VY(R) FIDELITY VIP MID CAP PORTFOLIO CLASS S,USA,NMFQS,USD,FUND,
VPGBX,VOYA GLOBAL BOND FUND CLASS P3,USA,NMFQS,USD,FUND,US92913W4583
VPGC,Vpgi Corp,USA,NASDAQ,USD,Common Stock,
VPGCX,VICTORY NEWBRIDGE GLOBAL EQUITY FUND (FORMERLY VICTORY GLOBAL EQUITY FUND) CLASS C,USA,NMFQS,USD,FUND,
VPGDF,Friday Night Inc,USA,PINK,USD,Common Stock,
VPGDX,VANGUARD MANAGED PAYOUT FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,US92205M2008
VPGEX,VICTORY NEWBRIDGE GLOBAL EQUITY FUND (FORMERLY VICTORY GLOBAL EQUITY FUND) CLASS A,USA,NMFQS,USD,FUND,
VPGI,Velocity Portfolio Group Inc,USA,NYSE,USD,Common Stock,US92257E4035
VPGIP,VELOCITY PTFL SRS A,USA,PINK,USD,Common Stock,
VPGIX,VANTAGEPOINT GROWTH & INCOME FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPGRX,VANTAGEPOINT GROWTH FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPGYX,VICTORY NEWBRIDGE GLOBAL EQUITY FUND (FORMERLY VICTORY GLOBAL EQUITY FUND) CLASS I,USA,NMFQS,USD,FUND,
VPHM,Viropharma Inc,USA,NASDAQ,USD,Common Stock,
VPHYX,VOYA HIGH YIELD BOND FUND CLASS P3,USA,NMFQS,USD,FUND,US92913L4370
VPI,Vintage Petroleum Inc,USA,NYSE,USD,Common Stock,
VPIBX,VOYA INTERMEDIATE BOND FUND CLASS P3,USA,NMFQS,USD,FUND,US92913L4297
VPIG,VIRTUAL PIGGY INC.,USA,OTCBB,USD,Common Stock,
VPINX,VANTAGEPOINT INTERNATIONAL FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPIPX,VANTAGEPOINT LOW DURATION BOND FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPIXX,JPMorgan Trust I - JPMorgan 100% U.S. Treasury Securities Money Market Fund,USA,NMFQS,USD,FUND,
VPK,Koninklijke Vopak N.V.,USA,NYSE,USD,Common Stock,
VPLCF,Vanguard Funds Public Limited Company - Vanguard USD Treasury Bond UCITS ETF,USA,PINK,USD,ETF,
VPLCX,VOYA LARGE-CAP GROWTH FUND CLASS P3,USA,NMFQS,USD,FUND,US92913K3712
VPLGX,VANTAGEPOINT MODEL PORTFOLIO LONG-TERM GROWTH FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPMEX,VOYA MULTI-MANAGER EMERGING MARKETS EQUITY FUND CLASS P3,USA,NMFQS,USD,FUND,US92913W4419
VPMFX,VOYA MULTI-MANAGER INTERNATIONAL FACTORS FUND CLASS P3,USA,NMFQS,USD,FUND,US92913W4252
VPMIX,VANTAGEPOINT BROAD MARKET INDEX FUND I CLASS,USA,NMFQS,USD,FUND,
VPMMX,Voya Multi-Manager Large Cap Core Port R,USA,NMFQS,USD,FUND,
VPMOX,VOYA MIDCAP OPPORTUNITIES FUND CLASS P3,USA,NMFQS,USD,FUND,US92913K3639
VPMSX,VANTAGEPOINT MID/SMALL COMPANY INDEX FUND II CLASS,USA,NMFQS,USD,FUND,
VPOEX,VANTAGEPOINT OVERSEAS EQUITY INDEX FUND II CLASS,USA,NMFQS,USD,FUND,
VPOIX,VANTAGEPOINT OVERSEAS EQUITY INDEX FUND I CLASS,USA,NMFQS,USD,FUND,
VPOP,Simplify Volt Pop Culture Disruption ETF,USA,NYSE ARCA,USD,ETF,US82889N8065
VPPCF,VPC Specialty Lending Investments PLC,USA,OTCGREY,USD,Common Stock,
VPPNF,Vapiano SE,USA,OTCGREY,USD,Common Stock,
VPPNY,Vapiano SE,USA,OTCMKTS,USD,Common Stock,
VPRHX,VANTAGEPOINT MILESTONE 2050 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRJX,VANTAGEPOINT MILESTONE 2045 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRKX,VANTAGEPOINT MILESTONE 2040 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRLX,VANTAGEPOINT MILESTONE 2035 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRMX,VANTAGEPOINT MILESTONE 2030 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRNX,VANTAGEPOINT MILESTONE 2025 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRO,Viropro Inc,USA,OTCCE,USD,Common Stock,US9282422057
VPROX,VANTAGEPOINT MILESTONE 2020 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRPX,VANTAGEPOINT MILESTONE 2015 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRQX,VANTAGEPOINT MILESTONE 2010 FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRRX,VANTAGEPOINT MILESTONE RETIREMENT INCOME FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPRT,VistaPrint Ltd,USA,NASDAQ,USD,Common Stock,
VPS,Vermont Pure Holdings Ltd,USA,NYSE MKT,USD,Common Stock,
VPSCX,VOYA SMALL COMPANY FUND CLASS P3,USA,NMFQS,USD,FUND,
VPSGX,VOYA SMID CAP GROWTH FUND CLASS P3,USA,NMFQS,USD,FUND,
VPSIX,VANTAGEPOINT MID/SMALL COMPANY INDEX FUND I CLASS,USA,NMFQS,USD,FUND,
VPSKX,VANTAGEPOINT 500 STOCK INDEX FUND II CLASS,USA,NMFQS,USD,FUND,
VPSN,Vision Airships Inc,USA,PINK,USD,Common Stock,US92833C2026
VPSPX,Voya US Stock Index Port Class P2,USA,NMFQS,USD,FUND,US92914G3121
VPSTX,VOYA SHORT TERM BOND FUND CLASS P3,USA,NMFQS,USD,FUND,US92913L4115
VPSVX,VANTAGEPOINT SELECT VALUE FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPTGX,VANTAGEPOINT MODEL PORTFOLIO TRADITIONAL GROWTH FUND INVESTOR M SHARES,USA,NMFQS,USD,FUND,
VPTOF,Senex Energy Limited,USA,PINK,USD,Common Stock,
VPTSX,VANTAGEPOINT INFLATION FOCUSED FUND INVESTOR SHARES,USA,NMFQS,USD,FUND,
VPTV,VideoPropulsion Interactive Television Inc,USA,OTCGREY,USD,Common Stock,
VPUPX,VOYA U.S. BOND INDEX PORTFOLIO CLASS P2,USA,NMFQS,USD,FUND,US92913T2327
VPYYF,VersaPay Corporation,USA,PINK,USD,Common Stock,
VQ,Venoco,USA,NYSE,USD,Common Stock,
VQAGX,VANTAGEPOINT MODEL PORTFOLIO GLOBAL EQUITY GROWTH FUND TM SHARES,USA,NMFQS,USD,FUND,
VQAOX,VANTAGEPOINT AGGRESSIVE OPPORTUNITIES FUND T SHARES,USA,NMFQS,USD,FUND,
VQCGX,VANTAGEPOINT MODEL PORTFOLIO CONSERVATIVE GROWTH FUND TM SHARES,USA,NMFQS,USD,FUND,
VQCIX,VANTAGEPOINT CORE BOND INDEX FUND T SHARES,USA,NMFQS,USD,FUND,
VQDSX,VANTAGEPOINT DISCOVERY FUND T SHARES,USA,NMFQS,USD,FUND,
VQEIX,VANTAGEPOINT EQUITY INCOME FUND T SHARES,USA,NMFQS,USD,FUND,
VQFIX,VANTAGEPOINT 500 STOCK INDEX FUND T SHARES,USA,NMFQS,USD,FUND,
VQGIX,VANTAGEPOINT GROWTH & INCOME FUND T SHARES,USA,NMFQS,USD,FUND,
VQGRX,VANTAGEPOINT GROWTH FUND T SHARES,USA,NMFQS,USD,FUND,
VQHYX,VANTAGEPOINT HIGH YIELD FUND T SHARES,USA,NMFQS,USD,FUND,
VQINX,VANTAGEPOINT INTERNATIONAL FUND T SHARES,USA,NMFQS,USD,FUND,
VQIPX,VANTAGEPOINT LOW DURATION BOND FUND T SHARES,USA,NMFQS,USD,FUND,
VQLGX,VANTAGEPOINT MODEL PORTFOLIO LONG-TERM GROWTH FUND TM SHARES,USA,NMFQS,USD,FUND,
VQMIX,VANTAGEPOINT BROAD MARKET INDEX FUND T SHARES,USA,NMFQS,USD,FUND,
VQOIX,VANTAGEPOINT OVERSEAS EQUITY INDEX FUND T SHARES,USA,NMFQS,USD,FUND,
VQRGX,VANTAGEPOINT MILESTONE 2055 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRHX,VANTAGEPOINT MILESTONE 2050 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRJX,VANTAGEPOINT MILESTONE 2045 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRKX,VANTAGEPOINT MILESTONE 2040 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRLX,VANTAGEPOINT MILESTONE 2035 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRMX,VANTAGEPOINT MILESTONE 2030 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRNX,VANTAGEPOINT MILESTONE 2025 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQROX,VANTAGEPOINT MILESTONE 2020 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRPX,VANTAGEPOINT MILESTONE 2015 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRQX,VANTAGEPOINT MILESTONE 2010 FUND TM SHARES,USA,NMFQS,USD,FUND,
VQRRX,VANTAGEPOINT MILESTONE RETIREMENT INCOME FUND TM SHARES,USA,NMFQS,USD,FUND,
VQS,Viq Solutions Inc,USA,NASDAQ,USD,Common Stock,CA91825V4001
VQS_old,VQS,USA,OTCQX,USD,Common Stock,CA91825V4001
VQSIX,VANTAGEPOINT MID/SMALL COMPANY INDEX FUND T SHARES,USA,NMFQS,USD,FUND,
VQSLD,VIQ Solutions Inc,USA,OTCQB,USD,Common Stock,
VQSLF,VIQ Solutions Inc,USA,OTCQX,USD,Common Stock,
VQSVX,VANTAGEPOINT SELECT VALUE FUND T SHARES,USA,NMFQS,USD,FUND,
VQT,Barclays ETN+ S&P VEQTOR ETN,USA,BATS,USD,ETF,US06740C3372
VQTGX,VANTAGEPOINT MODEL PORTFOLIO TRADITIONAL GROWTH FUND TM SHARES,USA,NMFQS,USD,FUND,
VQTSX,VANTAGEPOINT INFLATION FOCUSED FUND T SHARES,USA,NMFQS,USD,FUND,
VR,Global X Metaverse ETF,USA,NYSE,USD,ETF,US37960A8348
VR_old,Validus Holdings Ltd,USA,NASDAQ,USD,Common Stock,BMG9319H1025
VR-P-A,Validus Holdings Ltd. Depositary Shares Series A,USA,NYSE,USD,Preferred Stock,
VR-P-A-CL,Validus Holdings Ltd. Depositary Shares,USA,NYSE,USD,Preferred Stock,
VR-P-B,Validus Holdings Ltd. Depositary Shares Series B,USA,NYSE,USD,Preferred Stock,
VR-P-B-CL,Validus Holdings Ltd. Depositary Shares Series B,USA,NYSE,USD,Preferred Stock,
VR-PA,Validus Holdings Ltd,USA,NYSE,USD,Preferred Stock,
VR-PB,Validus Holdings Ltd,USA,NYSE,USD,Preferred Stock,
VR1,Valley Resources Inc,USA,NYSE,USD,Common Stock,
VRACF,Viralytics Ltd,USA,OTCMKTS,USD,Common Stock,
VRACY,Viralytics Limited,USA,OTCMKTS,USD,Common Stock,
VRAD,Virtual Radiologic CORP,USA,NASDAQ,USD,Common Stock,
VRAHF,Verusa Holding A.S,USA,OTCGREY,USD,Common Stock,
VRAI1,Viragen Inc,USA,NASDAQ,USD,Common Stock,
VRAY,ViewRay Inc,USA,NASDAQ,USD,Common Stock,US92672L1070
VRBA,Vrb Bancorp,USA,NASDAQ,USD,Common Stock,
VRBFD,Vanadiumcorp Resource Inc,USA,PINK,USD,Common Stock,
VRBRF,Buccaneer Gold Corp,USA,OTCGREY,USD,Common Stock,
VRC,Varco International Inc,USA,NYSE,USD,Common Stock,
VRC1,Varco International Inc,USA,NYSE,USD,Common Stock,
VRCAX,INVESCO BALANCED-RISK RETIREMENT 2020 FUND CLASS AX,USA,NMFQS,USD,FUND,US00888U3813
VRCC,Vertical Communications Inc,USA,NASDAQ,USD,Common Stock,
VRCCX,INVESCO BALANCED-RISK RETIREMENT 2020 FUND CLASS CX,USA,NMFQS,USD,FUND,US00888U3730
VRCFD,Victory Resources Corporation,USA,PINK,USD,Common Stock,
VRCFX,INVESCO BALANCED-RISK RETIREMENT 2020 FUND CLASS R6,USA,NMFQS,USD,FUND,US00888W5519
VRCH,VRCH,USA,PINK,USD,Common Stock,
VRCM,VersaCOM International Inc,USA,OTCGREY,USD,Common Stock,
VRCOX,VIRTUS CREDIT OPPORTUNITIES FUND CLASS R6,USA,NMFQS,USD,FUND,
VRCP,Virtual Crypto Technologies Inc,USA,OTCQB,USD,Common Stock,
VRCPD,Virtual Crypto Technologies Inc,USA,OTCQB,USD,Common Stock,
VRCRX,INVESCO BALANCED-RISK RETIREMENT 2020 FUND CLASS RX,USA,NMFQS,USD,FUND,US00888U3656
VRD,SPDR(R) NUVEEN S&P(R) VRDO MUNICIPAL BOND ETF SPDR(R) NUVEEN S&P(R) VRDO MUNICIPAL BOND ETF,USA,NYSE ARCA,USD,ETF,
VRDFX,VIRTUS DFA 2025 TARGET DATE RETIREMENT INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
VRDO,Verado Holdings Inc,USA,NASDAQ,USD,Common Stock,
VRDSF,Viridis Holdings Corp,USA,PINK,USD,Common Stock,
VRDTX,VIRTUS DFA 2055 TARGET DATE RETIREMENT INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
VRE_old,Vincom Retail JSC Ordinary Shares,USA,NYSE,USD,Common Stock,
VREAX,INVESCO BALANCED-RISK RETIREMENT 2030 FUND CLASS AX,USA,NMFQS,USD,FUND,US00888U3573
VRECX,INVESCO BALANCED-RISK RETIREMENT 2030 FUND CLASS CX,USA,NMFQS,USD,FUND,US00888U3409
VREPX,VOYA REAL ESTATE FUND CLASS P3,USA,NMFQS,USD,FUND,
VRERX,INVESCO BALANCED-RISK RETIREMENT 2030 FUND CLASS RX,USA,NMFQS,USD,FUND,US00888U3326
VRES,Vicorp Restaurants Inc,USA,NASDAQ,USD,Common Stock,
VREXV,Varex Imaging Corp,USA,NASDAQ,USD,Common Stock,
VREYD,TORC Oil & Gas Ltd,USA,PINK,USD,Common Stock,
VREYF,TORC Oil & Gas Ltd,USA,PINK,USD,Common Stock,
VRFIX,STONE RIDGE INTERNATIONAL DEVELOPED MARKETS VARIANCE RISK PREMIUM FUND CLASS I,USA,NMFQS,USD,FUND,
VRFMX,STONE RIDGE INTERNATIONAL DEVELOPED MARKETS VARIANCE RISK PREMIUM FUND CLASS M,USA,NMFQS,USD,FUND,
VRGAX,INVESCO BALANCED-RISK RETIREMENT 2040 FUND CLASS AX,USA,NMFQS,USD,FUND,US00888U3243
VRGCX,INVESCO BALANCED-RISK RETIREMENT 2040 FUND CLASS CX,USA,NMFQS,USD,FUND,US00888U3169
VRGDF,Virgin Money Holdings (UK) plc,USA,OTCMKTS,USD,Common Stock,
VRGE,Virage Inc,USA,NASDAQ,USD,Common Stock,
VRGIX,STONE RIDGE GLOBAL EQUITY VARIANCE RISK PREMIUM MASTER FUND CLASS I,USA,NMFQS,USD,FUND,
VRGMX,STONE RIDGE GLOBAL EQUITY VARIANCE RISK PREMIUM MASTER FUND CLASS M,USA,NMFQS,USD,FUND,
VRGOX,Virtus Vontobel Global Opportunities Fund6,USA,NMFQS,USD,FUND,US92828W2136
VRGRX,INVESCO BALANCED-RISK RETIREMENT 2040 FUND CLASS RX,USA,NMFQS,USD,FUND,US00888U2906
VRGY,Verigy Ltd,USA,NASDAQ,USD,Common Stock,
VRHD,VR HOLDINGS INC,USA,NYSE,USD,Common Stock,
VRI,Vastar Resources Inc,USA,NYSE,USD,Common Stock,
VRIAX,INVESCO BALANCED-RISK RETIREMENT 2050 FUND CLASS AX,USA,NMFQS,USD,FUND,US00888U2823
VRICX,INVESCO BALANCED-RISK RETIREMENT 2050 FUND CLASS CX,USA,NMFQS,USD,FUND,US00888U2740
VRIIX,STONE RIDGE INTERNATIONAL VARIANCE RISK PREMIUM MASTER FUND CLASS I,USA,NMFQS,USD,FUND,
VRIMX,STONE RIDGE INTERNATIONAL VARIANCE RISK PREMIUM MASTER FUND CLASS M,USA,NMFQS,USD,FUND,
VRIO,VRIO CORP.,USA,NASDAQ,USD,Common Stock,
VRIRX,INVESCO BALANCED-RISK RETIREMENT 2050 FUND CLASS RX,USA,NMFQS,USD,FUND,US00888U2666
VRITX,VIRTUS DFA 2030 TARGET DATE RETIREMENT INCOME FUND CLASS I,USA,NMFQS,USD,FUND,
VRIVX,VANGUARD INSTITUTIONAL TARGET RETIREMENT 2025 FUND INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,US92202E7893
VRLIX,STONE RIDGE U.S. LARGE CAP VARIANCE RISK PREMIUM FUND CLASS I,USA,NMFQS,USD,FUND,US8617287078
VRLMX,STONE RIDGE U.S. LARGE CAP VARIANCE RISK PREMIUM FUND CLASS M,USA,NMFQS,USD,FUND,US8617288068
VRLN,Varlen Corp,USA,NASDAQ,USD,Common Stock,
VRMEW,VerifyMe Inc,USA,NASDAQ,USD,Common Stock,
VRMIX,STONE RIDGE EMERGING MARKETS VARIANCE RISK PREMIUM FUND CLASS I,USA,NMFQS,USD,FUND,
VRML,Aspira Women's Health Inc,USA,NASDAQ,USD,Common Stock,US92407M2061
VRMMQ,"Vroom, Inc.",USA,NASDAQ,USD,Common Stock,US92918V3078
VRMMX,STONE RIDGE EMERGING MARKETS VARIANCE RISK PREMIUM FUND CLASS M,USA,NMFQS,USD,FUND,
VRMPX,VOYA RUSSELLTM MID CAP INDEX PORTFOLIO CLASS P2,USA,NMFQS,USD,FUND,US92913T2244
VRN,Veren Inc,USA,NYSE,USD,Common Stock,CA22576C1014
VRNA,Verona Pharma PLC ADR,USA,NASDAQ,USD,Common Stock,US9250501064
VRNDF,Delta 9 Cannabis Inc,USA,OTCQX,USD,Common Stock,
VRNM,Verenium Corp,USA,NASDAQ,USD,Common Stock,
VRNOF,Verano Holdings Corp,USA,OTCQX,USD,Common Stock,CA92338D1015
VRNT,Verint Systems Inc,USA,NASDAQ,USD,Common Stock,US92343X1000
VROM,Global X Auto ETF,USA,NYSE,USD,ETF,
VROT,Vitrotech Corp,USA,PINK,USD,Common Stock,
VRPAX,VIRTUS EQUITY TREND FUND CLASS R6,USA,NMFQS,USD,FUND,US92828W5360
VRPFX,DAVIS GOVERNMENT BOND FUND CLASS B,USA,NMFQS,USD,FUND,
VRPIX,Stone Ridge Trust - US Master Variance Risk Premium Fund,USA,NASDAQ,USD,ETF,
VRPMX,STONE RIDGE U.S. VARIANCE RISK PREMIUM MASTER FUND CLASS M,USA,NMFQS,USD,FUND,
VRRDX,VIRTUS DFA 2030 TARGET DATE RETIREMENT INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
VRRGX,VOYA TARGET RETIREMENT 2020 FUND CLASS R,USA,NMFQS,USD,FUND,
VRRHX,VOYA TARGET RETIREMENT 2025 FUND CLASS R,USA,NMFQS,USD,FUND,US92913M2522
VRRKF,VersaBank,USA,PINK,USD,Common Stock,
VRRMW,Verra Mobility Corporation,USA,PINK,USD,Common Stock,
VRRTX,VIRTUS DFA 2035 TARGET DATE RETIREMENT INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
VRS,Verso Corporation,USA,NYSE,USD,Common Stock,US92531L2079
VRS_old,Verso Paper Corp,USA,NYSE,USD,Common Stock,
VRSA,Versatel Telecom International N V,USA,NASDAQ,USD,Common Stock,
VRSBX,Virtus Seix Corporate Bond Fund Class R6,USA,NMFQS,USD,FUND,
VRSCD,Valterra  Resource Corporation,USA,OTCQB,USD,Common Stock,
VRSCF,Valterra Resource Corporation,USA,OTCQB,USD,Common Stock,
VRSIX,STONE RIDGE U.S. SMALL CAP VARIANCE RISK PREMIUM FUND CLASS I,USA,NMFQS,USD,FUND,
VRSMX,STONE RIDGE U.S. SMALL CAP VARIANCE RISK PREMIUM FUND CLASS M,USA,NMFQS,USD,FUND,
VRSO,Verseon Corporation,USA,OTCMKTS,USD,Common Stock,
VRSPX,VOYA RUSSELLTM SMALL CAP INDEX PORTFOLIO CLASS P2,USA,NMFQS,USD,FUND,US92913T2400
VRSSD,VERSES AI Inc.,USA,OTCQB,USD,Common Stock,
VRST1,Verisity Ltd,USA,NASDAQ,USD,Common Stock,
VRSZQ,Verso Corp,USA,NYSE,USD,Common Stock,
VRSZW,Verso Corp Wt Exp 07/15/2023,USA,PINK,USD,Common Stock,
VRTA,Vestin Realty Mortgage I Inc,USA,PINK,USD,Common Stock,US9254902037
VRTA1,Virata Corp,USA,NASDAQ,USD,Common Stock,
VRTAX,VIRTUS DFA 2035 TARGET DATE RETIREMENT INCOME FUND CLASS A,USA,NMFQS,USD,FUND,
VRTB,Vestin Realty Mortgage II Inc,USA,PINK,USD,Common Stock,US92549X4097
VRTHD,Veritas Pharma Inc,USA,PINK,USD,Common Stock,
VRTHF,Veritas Pharma Inc,USA,PINK,USD,Common Stock,CA92347A2056
VRTL_old,Vertel Corp,USA,NASDAQ,USD,Common Stock,
VRTR,VRTR,USA,OTCBB,USD,Common Stock,
VRTRX,VIRTUS DFA 2040 TARGET DATE RETIREMENT INCOME FUND CLASS R6,USA,NMFQS,USD,FUND,
VRTS1,Veritas Software Corp,USA,NASDAQ,USD,Common Stock,
VRTSP,Virtus Investment Partners Inc,USA,NASDAQ,USD,Common Stock,US92828Q2084
VRTT,Viatar CTC Solutions Inc,USA,OTCGREY,USD,Common Stock,US92556J1034
VRTU,Virtusa Corporation,USA,NASDAQ,USD,Common Stock,US92827P1021
VRTV,Veritiv Cor,USA,NYSE,USD,Common Stock,US9234541020
VRTY,Healthcare Solutions Management Group Inc,USA,PINK,USD,Common Stock,US92343C1062
VRTY1,Verity Inc,USA,NASDAQ,USD,Common Stock,
VRTYD,Healthcare Solutions Management Group Inc,USA,PINK,USD,Common Stock,
VRUSD,Verus International Inc,USA,PINK,USD,Common Stock,
VRX,Valeant Pharmaceuticals International Inc,USA,NYSE,USD,Common Stock,US91911K1025
VRX1,Valeant Pharmaceuticals International,USA,NYSE,USD,Common Stock,
VRXWD,MediaValet Inc,USA,OTCGREY,USD,Common Stock,
VRXWF,MediaValet Inc,USA,PINK,USD,Common Stock,
VRY,Victory Acquisition Corp,USA,NYSE MKT,USD,Common Stock,
VRYA,Viryanet Ltd,USA,NASDAQ,USD,Common Stock,
VRYWF,VRYWF,USA,OTCGREY,USD,Common Stock,
VRYYF,The Very Good Food Company Inc,USA,OTCQB,USD,Common Stock,CA88340B1094
VRZPD,Loop Insights Inc,USA,OTCGREY,USD,Common Stock,
VRZPF,Loop Insights Inc,USA,OTCGREY,USD,Common Stock,
VSAC,Vision Sensing Acquisition Corp,USA,NASDAQ,USD,Common Stock,US92838J1034
VSACU,Vision Sensing Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US92838J2024
VSACW,Vision Sensing Acquisition Corp. Warrants,USA,NASDAQ,USD,Common Stock,
